id	text	labels	labels_phrases	original_text
1352	Die Atmosphäre ist entspannt und locker.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")']"	The atmosphere is relaxed and casual.
1353	Es ist ein großartiger Ort, um zu bestellen oder sich zu setzen.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Ort"")']"	It's a great place to order from or sit-in.
1354	Fantastisch	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Awesome
1355	Kostengünstig, unaufdringlich, eine tolle Zeit!	['(RESTAURANT#PRICES, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Inexpensive, unassuming, great time!
1356	Die Sushi-Erfahrung mit meinem Verlobten war unglaublich.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Sushi"")']"	Sushi experience was unbelievable with my fiance.
1357	Versuchen Sie es!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Try it!
1358	Sehr zufrieden	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Very pleased
1359	Gute kreative Brötchen!	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""rollt"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""rollt"")']"	Good creative rolls!
1360	Yamato ist ein ausgezeichneter Ort, wenn Sie nicht auf Sashimi stehen, oder wenn Sie Freunde haben, die Sushi nicht besonders mögen.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Yamato"")']"	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.
1361	Sie haben großartige Brötchen, die dreifarbigen und die norwegetanischen Brötchen, sind großartig und sättigend.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""rollt"")', '(FOOD#QUALITY, POSITIVE, ""dreifarbige und norwegetanische Brötchen"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""dreifarbige und norwegetanische Brötchen"")']"	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.
1362	Ein Spezialbrötchen und ein normales Brötchen reichen aus, um satt zu werden, aber lassen Sie Platz für den Nachtisch!	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Nachspeise"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""Sonderrolle"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""normales Brötchen"")']"	One special roll and one regular roll is enough to fill you up, but save room for dessert!
1363	Es gibt ein köstliches Bananen-Schokoladen-Dessert und ein tolles Grüntee-Tempura.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Bananen-Schokoladen-Dessert"")', '(FOOD#QUALITY, POSITIVE, ""Grüner Tee-Tempura"")']"	They have a delicious banana chocolate dessert, as well as a great green tea tempura.
1364	Auch die Vorspeisen sind köstlich!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Vorspeisen"")']"	The appetizers are also delicious!
1365	Erstaunliches Essen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	Amazing food.
1366	Beeindruckendes Interieur.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Innenbereich"")']"	Mazing interior.
1367	Tolles Essen!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	Great food!
1368	Ich habe schon eine Menge moderner japanischer Gerichte probiert, und dieser Ort ist wirklich gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""modernes Japanisch"")']"	I've had my fair share of modern Japanese and this spot delivers.
1369	Die Atmosphäre war ganz nett, aber es fehlte ein bisschen, was man mit einem verrückten Spiegelkabinett auszugleichen versucht.	['(AMBIENCE#GENERAL, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Atmosphäre"")', '(AMBIENCE#GENERAL, NEGATIVE, ""Schema der Spiegel"")']"	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.
1370	Wenn du darauf stehst, dich zu verirren, wenn du nur fünf Meter von deinem Tisch entfernt bist, dann ist das eine gute Sache.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""NULL"")']"	If you're into being lost when you're just five feet from your table then hey, that's a good thing.
1371	Trotz der verwirrenden Spiegel wird dies wahrscheinlich in absehbarer Zeit meine erste Adresse für modernes japanisches Essen sein.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""modernes japanisches Essen"")', '(AMBIENCE#GENERAL, NEGATIVE, ""Spiegel"")']"	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.
1372	Indo-Chinesisches Essen, ziemlich gut...	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Indisch-chinesisches Essen"")']"	Indo Chinese food, pretty good...
1373	Kein besonders schickes Lokal, aber sehr gutes indisches Essen im chinesischen Stil.	['(AMBIENCE#GENERAL, NEUTRAL)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""Ort"")', '(FOOD#QUALITY, POSITIVE, ""Indisches Essen nach chinesischer Art"")']"	Not a very fancy place but very good Chinese style Indian food.
1374	Der Hühnerlolli ist mein Favorit, die meisten Gerichte (da muss ich einem früheren Rezensenten zustimmen) sind ziemlich ölig und sehr scharf, vor allem das Chili Chicken.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Hühnerlutscher"")', '(FOOD#QUALITY, NEGATIVE, ""Gerichte"")', '(FOOD#QUALITY, NEGATIVE, ""Chili-Huhn"")']"	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.
1375	Meine Mutter hat mir dieses Restaurant ursprünglich vorgestellt, aber selbst sie (als Inderin) ist der Meinung, dass das Essen etwas zu scharf und viel zu ölig sein kann.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.
1376	Trotzdem gehen wir immer wieder zurück :)	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Still we keep going back :)
1377	Ich war sprachlos über das schreckliche Essen.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	I was speechless by the horrible food.
1378	Ich habe an einem Festtagsessen in dem Restaurant teilgenommen, und das Essen war eine große Enttäuschung.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	I attended a holiday dinner at the restaurant, and the food was majorly disappointing.
1379	Anstatt ein vegetarisches Gericht zuzubereiten, präsentierte mir der Koch einen Teller mit gedünstetem Gemüse (ohne Soße, Würze oder irgendeine Form der ästhetischen Präsentation).	['(SERVICE#GENERAL, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Chefkoch"")', '(FOOD#QUALITY, NEGATIVE, ""vegetarisches Gericht"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""vegetarisches Gericht"")']"	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).
1380	Ich war so verblüfft, dass ich das Essen hungrig und sehr enttäuscht verließ.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	I was so stunned, and I left the dinner hungry and majorly disappointing.
1381	Dieser Ort lebt allein von seinem Ruf.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""Ort"")']"	This place survives on reputation alone.
1382	Ich werde NIEMALS zurückkehren.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	I will NEVER return.
1383	Das Beste in ganz NYC	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Best In ALL of NYC
1384	Dies ist das wunderbarste Restaurant in ganz New York City, nicht nur in Brooklyn...	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Restaurant"")']"	This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...
1385	Seit 7 Jahren bieten sie das leckerste und köstlichste Essen an, und so ist es geblieben...	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	for 7 years they have put out the most tasty, most delicious food and kept it that way...
1386	nie schwankend, nie ein schlechtes Essen, nie schlechter Service...	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")', '(FOOD#QUALITY, POSITIVE, ""Mahlzeit"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")']"	never swaying, never a bad meal, never bad service...
1387	Sie sollten aus der Bronx anreisen, um es zu probieren...	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	you should travel from the Bronx to try it...
1388	Tolles Essen, tolle Weinkarte, toller Service in einem tollen Viertel...	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(LOCATION#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""Weinkarte"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(LOCATION#GENERAL, POSITIVE, ""Nachbarschaft"")']"	great food, great wine list, great service in a great neighborhood...
1389	so lecker!!!!!!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	so delicious!!!!!!
1390	Patsy's Pizza = wahre Liebe	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Patsy\'s Pizza"")']"	Patsy's Pizza = true love
1391	Zweifellos die beste Pizza der Welt.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	Hands down the best pizza on the planet.
1392	Nach etwa 12 Minuten ist das Ding weg.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	In about 12 minutes, the thing is gone.
1393	tolle Hot Dogs..	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Hotdogs"")']"	great hot dogs..
1394	Die Hot Dogs waren innen saftig und zart und außen knusprig und knackig.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Hotdogs"")']"	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.
1395	Tolle Toppings, definitiv ein Ort, den man für einen nächtlichen Imbiss oder eine Stärkung am Mittag aufsuchen sollte!	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Toppings"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Ort"")']"	great toppings definitely a place you need to check out for late night munchies or a mid day boost!
1396	guter Geschmack	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	great taste
1397	Großartiger, origineller Geschmack.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	Great, original taste.
1398	Für mich Gerichte ein wenig ölig, aber insgesamt Essen Erfahrung gut.	['(FOOD#QUALITY, NEGATIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Gerichte"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	For me dishes a little oily, but overall dining experience good.
1399	Hilfreiche Bedienung und Durchschnittspreis pro Gericht $10.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(FOOD#PRICES, POSITIVE, ""Gericht"")']"	Helpful service and average price per dish $10.
1400	Das Einzige, was Ihnen auffällt, ist die Einrichtung? (nicht sehr angenehm).	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Dekor"")']"	The only thing that strikes you is the decor?(not very pleasant).
1401	gutes Essen	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	great food
1402	Hier gibt es großartiges indisches und chinesisches Essen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""indisch-chinesisches Essen"")']"	This place has great indian chinese food.
1403	Die Geschmacksrichtungen sind erstaunlich und das Preis-Leistungs-Verhältnis ist phänomenal.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")', '(FOOD#PRICES, POSITIVE, ""NULL"")']"	The flavors are amazing and the value is phenomenal.
1404	Stellen Sie sich darauf ein, dass Sie warten müssen, denn der Laden ist ziemlich klein.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""Ort"")']"	Be prepared to wait, because the place is pretty tiny.
1405	Außerdem nehmen sie keine Kreditkarten an, also kommen Sie mit Bargeld!	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	Also, they do not take credit card so come with cash!
1406	Auch wenn der Ort nicht schön ist, spricht das Essen für sich selbst.	['(AMBIENCE#GENERAL, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Ort"")', '(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	Even though the place is not beautiful, the food speaks for itself.
1407	Der mit Abstand beste indische Chinese in der Stadt!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Indisch-Chinesisch"")']"	Best Indian Chinese in the city, by far!
1408	UNGLAUBLICH MEIN FAVORIT!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	AMAZING MY FAVORITE!!!
1409	Ich bin durch Zufall auf Village Underground gestoßen und gehe jetzt immer wieder dorthin.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Dorf unter der Erde"")']"	I came across Village Underground by accident, now I go there all the time.
1410	Die Martinis sind fantastisch und sehr preisgünstig.	['(DRINKS#QUALITY, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""martinis"")', '(DRINKS#PRICES, POSITIVE, ""martinis"")']"	The martinis are amazing and very fairly priced.
1411	DER SERVICE IST AMAZING, ich hatte verschiedene Kellner und sie waren alle nett, was in NYC eine Seltenheit ist.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""SERVICE"")', '(SERVICE#GENERAL, POSITIVE, ""Kellner"")']"	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.
1412	Der DJ ist großartig, ich war schon zu meinem Geburtstag und ein paar anderen Gelegenheiten mit Freunden dort und ich gehe immer wieder hin.	['(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""DJ"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.
1413	Man kann auch ohne Reservierung einen Tisch bekommen, wenn man früh da ist und nicht nach Flaschen abfüllt.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	You can get a table without a reservation if you get there early I they don't make you by bottles.
1414	Und seien wir ehrlich.... manchmal ist das eine gute Sache.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	Which lets face it....at times it's a good thing.
1415	Am Ende hat man eine faire Rechnung und NICHTS ALS EINE GROSSE ZEIT!!!	['(RESTAURANT#PRICES, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!
1416	Äußerst empfehlenswert!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Highly recommended!
1417	Eines der besten, wenn nicht DAS beste Restaurant in Park Slope (und NY im Allgemeinen)	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	One of the best, if not THE best, restaurants in Park Slope (and NY in general)
1418	Alles auf der Speisekarte ist großartig.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Menü"")']"	Everything on the menu is great. 
1419	Diese Einrichtung ist das einzig Wahre.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Einrichtung"")']"	This establishment is the real deal. 
1420	Ich wünschte, in NY gäbe es mehr solcher Lokale: intim, hervorragendes Essen, gemütlich, rundum erstklassig, das Warten lohnt sich auf jeden Fall.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")', '(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.
1421	Aber 500 Dollar für ein Abendessen für zwei Personen, ohne Wein?	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""Abendessen für zwei"")']"	But $500 for a dinner for two that didn't include Wine?
1422	Sehen Sie, die Vorspeisen waren wirklich gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Vorspeisen"")']"	Look, the appetizers were really good.
1423	Auch die Vorspeise war sehr gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Entree"")']"	The entree was also very good.
1424	Darüber lässt sich nicht streiten, aber sie sind eindeutig überteuert.	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"	Can't argue about that, but they are clearly over priced.
1425	Was Sie bezahlen, ist die Umwelt und der Name.	['(AMBIENCE#GENERAL, NEUTRAL)', '(RESTAURANT#MISCELLANEOUS, NEUTRAL)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""Umwelt"")', '(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	What you are paying for is the environment and the name.
1426	Ja, der Ort ist stilvoll und schön, aber er richtet sich ganz sicher an die Superreichen und nicht an den Durchschnittsbürger, der ab und zu mal etwas Besonderes erleben möchte.	['(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ort"")', '(RESTAURANT#PRICES, NEGATIVE, ""Ort"")']"	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.
1427	Das ist natürlich kein echtes Kobe-Rind, sondern Wagyu-Rind.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	Which of course is not real Kobe but Wagyu beef.
1428	Ich bin überrascht, dass ein Lokal dieses Kalibers mit dem Namen Kobe wirbt.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""NULL"")']"	Surprised that a place of this caliber would advertise it as Kobe.
1429	Vanison war gut, aber nicht überragend.	['(FOOD#QUALITY, NEUTRAL)']	"['(FOOD#QUALITY, NEUTRAL, ""Vanison"")']"	Vanison was good but not amazing.
1430	Bison war jedoch ganz ausgezeichnet.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Bison"")']"	Bison was quite excellent however.
1431	Nachtisch: eine reine Katastrophe.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Nachspeise"")']"	Dessert: pure disaster.
1432	Überhaupt nicht gut.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	Just not good at all.
1433	Etwas Ananas mit einer Art Glasur und etwas Birnenkuchen. Überhaupt nicht beeindruckend.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""NULL"")', '(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.
1434	Ich habe Bewertungen gelesen, in denen das Restaurant als zu teuer bezeichnet wurde, und dachte mir, dass es das vielleicht doch wert ist.	['(RESTAURANT#PRICES, NEGATIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#PRICES, NEGATIVE, ""Restaurant"")', '(RESTAURANT#GENERAL, NEGATIVE, ""Restaurant"")']"	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.
1435	"Das Four Seasons hat Geschichte und ist eine Art Wahrzeichen der New Yorker Restaurants, aber glauben Sie mir, man wird Ihnen viel Geld abverlangen, nur damit Sie sagen können: ""Ich war im Four Seasons Restaurant""."	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""Die vier Jahreszeiten"")', '(RESTAURANT#PRICES, NEGATIVE, ""Die vier Jahreszeiten"")']"	"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant""."
1436	Ich wollte dorthin gehen, um zu sehen, ob es sich lohnt, und leider hat mich die Neugierde übermannt und ich habe teuer dafür bezahlt.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.
1437	Alles in allem war das Essen großartig (außer den Desserts).	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(FOOD#QUALITY, NEGATIVE, ""wüste"")']"	All in all, the food was great (except for the dessserts).
1438	Das Umfeld ist sehr gehoben und man sieht viele reiche Männer mit Vorzeigefrauen oder einfach hoch bezahlten Begleitern.	['(AMBIENCE#GENERAL, NEUTRAL)', '(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""Umwelt"")', '(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.
1439	Wenn Sie nur wegen des Essens kommen, lohnt es sich nicht.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	If you are going for the food, it will not be worth it.
1440	Man sollte meinen, dass sie das mit ihrem Service wettmachen würden, aber leider ist das nicht der Fall.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienstleistung"")']"	You would think they would make up for it with service, sadly, no.
1441	Der Service war nur ok, es ist nicht das, was man für 500 $ erwarten würde.	['(SERVICE#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienst"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	Service was just ok, it is not what you'd expect for $500.
1442	Schreckliche Geldverschwendung... Betrüger	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	Terrible Waste of money.. scammers
1443	Ich stimme zu, dass ein Essen im Casa La Femme wie kein anderes Erlebnis ist!	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Casa La Femme"")']"	I agree that dining at Casa La Femme is like no other dining experience!
1444	Ich bin wirklich beleidigt, dass ich so viel Geld für so eine schlechte Erfahrung ausgegeben habe.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	I am actually offended to have spent so much money on such a bad experience.
1445	Ich bin buchstäblich gerade nach Hause gekommen, nachdem ich Casa La Femme besucht hatte, und war so beleidigt, dass ich es für nötig hielt, andere Gäste, die ihr Geld und ihre Zeit schätzen, zu warnen.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Casa La Femme"")', '(RESTAURANT#PRICES, NEGATIVE, ""Casa La Femme"")']"	I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.
